week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_additional,num18plus_atleast1dose,num18plus_partially,num18plus_fully,num18plus_additional,prop18plus_atleast1dose,prop18plus_partially,prop18plus_fully,prop18plus_additional,num5plus_atleast1dose,num5plus_partially,num5plus_fully,num5plus_additional,prop5plus_atleast1dose,prop5plus_partially,prop5plus_fully,prop5plus_additional,numeligible_atleast1dose,numeligible_partially,numeligible_fully,numeligible_additional,propeligible_atleast1dose,propeligible_partially,propeligible_fully,propeligible_additional,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2020-12-19,1,Canada,Canada,12362,12362,0,,0.07,0.07,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,972,972,0,,0.19,0.19,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,12,Nova Scotia,Nouvelle-Écosse,1092,1092,0,,0.11,0.11,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,24,Quebec,Québec,4728,4728,0,,0.06,0.06,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,46,Manitoba,Manitoba,894,894,0,,0.06,0.06,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,47,Saskatchewan,Saskatchewan,1042,1042,0,,0.09,0.09,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,59,British Columbia,Colombie-Britannique,3634,3634,0,,0.07,0.07,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,60,Yukon,Yukon,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,61,Northwest Territories,Territoires du Nord-Ouest,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,62,Nunavut,Nunavut,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,1,Canada,Canada,46156,46156,0,,0.20,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1785,1785,0,,0.34,0.34,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,11,Prince Edward Island,Île-du-Prince-Édouard,1146,1146,0,,0.72,0.72,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,12,Nova Scotia,Nouvelle-Écosse,2218,2218,0,,0.23,0.23,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,13,New Brunswick,Nouveau-Brunswick,2606,2606,0,,0.33,0.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,24,Quebec,Québec,17216,17216,0,,0.20,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,46,Manitoba,Manitoba,2177,2177,0,,0.16,0.16,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,47,Saskatchewan,Saskatchewan,1769,1769,0,,0.15,0.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,48,Alberta,Alberta,4792,4792,0,,0.11,0.11,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,59,British Columbia,Colombie-Britannique,12447,12447,0,,0.24,0.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,60,Yukon,Yukon,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,61,Northwest Territories,Territoires du Nord-Ouest,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,62,Nunavut,Nunavut,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,1,Canada,Canada,82512,82512,0,,0.35,0.35,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1785,1785,0,,0.34,0.34,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,11,Prince Edward Island,Île-du-Prince-Édouard,1669,1669,0,,1.05,1.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,12,Nova Scotia,Nouvelle-Écosse,2720,2720,0,,0.28,0.28,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,13,New Brunswick,Nouveau-Brunswick,2886,2886,0,,0.37,0.37,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,24,Quebec,Québec,28305,28305,,,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,46,Manitoba,Manitoba,3432,3432,0,,0.25,0.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,47,Saskatchewan,Saskatchewan,3540,3540,0,,0.30,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,48,Alberta,Alberta,13383,13383,0,,0.30,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,59,British Columbia,Colombie-Britannique,24670,24670,0,,0.48,0.48,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,60,Yukon,Yukon,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,61,Northwest Territories,Territoires du Nord-Ouest,122,122,0,,0.27,0.27,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,62,Nunavut,Nunavut,0,0,0,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,1,Canada,Canada,217345,212824,4521,,0.93,0.91,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2847,1994,853,,0.55,0.38,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,11,Prince Edward Island,Île-du-Prince-Édouard,2475,2475,0,,1.51,1.51,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,12,Nova Scotia,Nouvelle-Écosse,2755,1679,1076,,0.28,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,13,New Brunswick,Nouveau-Brunswick,6241,6241,0,,0.79,0.79,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,24,Quebec,Québec,83278,83278,,,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,46,Manitoba,Manitoba,8694,7814,880,,0.63,0.56,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,47,Saskatchewan,Saskatchewan,5516,4563,953,,0.47,0.39,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,48,Alberta,Alberta,44298,43574,724,,1.00,0.98,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,59,British Columbia,Colombie-Britannique,60215,60180,35,,1.15,1.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,60,Yukon,Yukon,495,495,0,,1.15,1.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,61,Northwest Territories,Territoires du Nord-Ouest,511,511,0,,1.18,1.18,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,62,Nunavut,Nunavut,20,20,0,,0.05,0.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,1,Canada,Canada,564921,538173,26748,,1.48,1.41,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4250,2516,1734,,0.82,0.48,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,11,Prince Edward Island,Île-du-Prince-Édouard,4293,2906,1387,,2.61,1.77,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,12,Nova Scotia,Nouvelle-Écosse,5740,3533,2207,,0.58,0.36,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,13,New Brunswick,Nouveau-Brunswick,7918,5353,2565,,1.00,0.68,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,24,Quebec,Québec,145783,145783,,,1.69,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,35,Ontario,Ontario,189240,178383,10857,,1.28,1.20,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,46,Manitoba,Manitoba,16499,14355,2144,,1.19,1.04,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,47,Saskatchewan,Saskatchewan,14283,12551,1732,,1.21,1.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,48,Alberta,Alberta,81859,77784,4075,,1.84,1.75,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,59,British Columbia,Colombie-Britannique,89715,89668,47,,1.72,1.72,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,60,Yukon,Yukon,1309,1309,0,,3.05,3.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,61,Northwest Territories,Territoires du Nord-Ouest,1891,1891,0,,4.35,4.35,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,62,Nunavut,Nunavut,2141,2141,0,,5.43,5.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,1,Canada,Canada,775500,716206,59294,,2.03,1.87,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7448,5711,1737,,1.43,1.10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,11,Prince Edward Island,Île-du-Prince-Édouard,5211,3327,1884,,3.17,2.02,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,12,Nova Scotia,Nouvelle-Écosse,8288,5580,2708,,0.84,0.56,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,13,New Brunswick,Nouveau-Brunswick,11516,8675,2841,,1.46,1.10,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,24,Quebec,Québec,218827,218827,,,2.54,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,35,Ontario,Ontario,249132,217691,31441,,1.68,1.47,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,46,Manitoba,Manitoba,25839,22443,3396,,1.87,1.62,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,47,Saskatchewan,Saskatchewan,23663,21205,2458,,2.01,1.80,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,48,Alberta,Alberta,89557,80088,9469,,2.02,1.80,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,59,British Columbia,Colombie-Britannique,118150,114790,3360,,2.27,2.20,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,60,Yukon,Yukon,3950,3950,0,,9.20,9.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,61,Northwest Territories,Territoires du Nord-Ouest,9471,9471,0,,21.79,21.79,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,62,Nunavut,Nunavut,4448,4448,0,,11.29,11.29,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,1,Canada,Canada,859240,745591,113649,,2.25,1.95,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8353,5591,2762,,1.60,1.07,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,11,Prince Edward Island,Île-du-Prince-Édouard,5279,2714,2565,,3.21,1.65,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,12,Nova Scotia,Nouvelle-Écosse,12090,9361,2729,,1.22,0.94,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,13,New Brunswick,Nouveau-Brunswick,12791,8326,4465,,1.62,1.05,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,24,Quebec,Québec,239485,239485,,,2.78,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,35,Ontario,Ontario,270795,201946,68849,,1.83,1.36,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,46,Manitoba,Manitoba,32441,23938,8503,,2.34,1.73,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,47,Saskatchewan,Saskatchewan,27215,24143,3072,,2.31,2.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,48,Alberta,Alberta,90238,74244,15994,,2.03,1.67,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,59,British Columbia,Colombie-Britannique,135501,130909,4592,,2.60,2.51,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,60,Yukon,Yukon,7355,7355,0,,17.13,17.13,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,61,Northwest Territories,Territoires du Nord-Ouest,12233,12115,118,,28.14,27.87,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,62,Nunavut,Nunavut,5464,5464,0,,13.87,13.87,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,1,Canada,Canada,901402,727623,173779,,2.36,1.90,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8890,4822,4068,,1.71,0.93,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,11,Prince Edward Island,Île-du-Prince-Édouard,5302,1789,3513,,3.23,1.09,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,12,Nova Scotia,Nouvelle-Écosse,12849,7716,5133,,1.30,0.78,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,13,New Brunswick,Nouveau-Brunswick,13250,7837,5413,,1.68,0.99,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,24,Quebec,Québec,257501,257501,,,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,35,Ontario,Ontario,277440,175696,101744,,1.87,1.19,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,46,Manitoba,Manitoba,33641,19998,13643,,2.43,1.45,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,47,Saskatchewan,Saskatchewan,29747,24353,5394,,2.52,2.06,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,48,Alberta,Alberta,90668,68989,21679,,2.04,1.55,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,59,British Columbia,Colombie-Britannique,142999,130871,12128,,2.74,2.51,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,60,Yukon,Yukon,10447,9968,479,,24.33,23.21,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,61,Northwest Territories,Territoires du Nord-Ouest,12830,12531,299,,29.51,28.82,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,62,Nunavut,Nunavut,5838,5552,286,,14.82,14.09,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,1,Canada,Canada,973060,665691,307369,,2.54,1.74,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9792,4343,5449,,1.88,0.83,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,11,Prince Edward Island,Île-du-Prince-Édouard,5690,797,4893,,3.46,0.49,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,12,Nova Scotia,Nouvelle-Écosse,14727,6688,8039,,1.48,0.67,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,13,New Brunswick,Nouveau-Brunswick,13646,6148,7498,,1.73,0.78,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,24,Quebec,Québec,293734,293734,,,3.41,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,35,Ontario,Ontario,292983,118340,174643,,1.98,0.80,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,46,Manitoba,Manitoba,34848,14442,20406,,2.52,1.04,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,47,Saskatchewan,Saskatchewan,32867,23322,9545,,2.79,1.98,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,48,Alberta,Alberta,94996,44314,50682,,2.14,1.00,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,59,British Columbia,Colombie-Britannique,149182,126548,22634,,2.86,2.43,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,60,Yukon,Yukon,10524,9657,867,,24.51,22.49,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,61,Northwest Territories,Territoires du Nord-Ouest,13575,12996,579,,31.23,29.89,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,62,Nunavut,Nunavut,6496,4362,2134,,16.49,11.07,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,1,Canada,Canada,1086501,651234,435267,,2.84,1.70,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10436,4324,6112,,2.00,0.83,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,11,Prince Edward Island,Île-du-Prince-Édouard,6450,1294,5156,,3.93,0.79,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,12,Nova Scotia,Nouvelle-Écosse,14915,6690,8225,,1.50,0.67,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,13,New Brunswick,Nouveau-Brunswick,15261,4234,11027,,1.93,0.54,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,24,Quebec,Québec,345979,345979,,,4.02,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,35,Ontario,Ontario,319915,84862,235053,,2.16,0.57,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,46,Manitoba,Manitoba,36279,11082,25197,,2.62,0.80,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,47,Saskatchewan,Saskatchewan,37764,21804,15960,,3.20,1.85,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,48,Alberta,Alberta,103236,37048,66188,,2.32,0.83,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,59,British Columbia,Colombie-Britannique,164163,108945,55218,,3.15,2.09,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,60,Yukon,Yukon,10613,9523,1090,,24.71,22.17,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,61,Northwest Territories,Territoires du Nord-Ouest,14517,12583,1934,,33.39,28.94,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,62,Nunavut,Nunavut,6973,2866,4107,,17.70,7.27,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,1,Canada,Canada,1381403,843004,538399,,3.61,2.20,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16623,8411,8212,,3.19,1.62,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,11,Prince Edward Island,Île-du-Prince-Édouard,7363,2151,5212,,4.48,1.31,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,12,Nova Scotia,Nouvelle-Écosse,19734,7116,12618,,1.99,0.72,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,13,New Brunswick,Nouveau-Brunswick,21676,9544,12132,,2.75,1.21,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,24,Quebec,Québec,431743,431743,,,5.02,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,35,Ontario,Ontario,425162,163239,261923,,2.87,1.10,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,46,Manitoba,Manitoba,46651,17675,28976,,3.37,1.28,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,47,Saskatchewan,Saskatchewan,46285,22829,23456,,3.92,1.93,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,48,Alberta,Alberta,139961,52554,87407,,3.15,1.18,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,59,British Columbia,Colombie-Britannique,192637,108615,84022,,3.69,2.08,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,60,Yukon,Yukon,10958,6156,4802,,25.52,14.33,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,61,Northwest Territories,Territoires du Nord-Ouest,15214,10656,4558,,35.00,24.51,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,62,Nunavut,Nunavut,7396,2315,5081,,18.77,5.88,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,1,Canada,Canada,1854791,1281130,573661,,4.85,3.35,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21087,11951,9136,,4.05,2.30,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,11,Prince Edward Island,Île-du-Prince-Édouard,8666,3159,5507,,5.27,1.92,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,12,Nova Scotia,Nouvelle-Écosse,25011,10578,14433,,2.52,1.07,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,13,New Brunswick,Nouveau-Brunswick,26308,14166,12142,,3.33,1.79,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,24,Quebec,Québec,548031,548031,,,6.37,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,35,Ontario,Ontario,619315,347483,271832,,4.18,2.34,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,46,Manitoba,Manitoba,59400,29038,30362,,4.29,2.10,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,47,Saskatchewan,Saskatchewan,56493,29121,27372,,4.79,2.47,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,48,Alberta,Alberta,202240,111622,90618,,4.55,2.51,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,59,British Columbia,Colombie-Britannique,247428,160369,87059,,4.74,3.08,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,60,Yukon,Yukon,14565,5972,8593,,33.92,13.91,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,61,Northwest Territories,Territoires du Nord-Ouest,17053,5904,11149,,39.23,13.58,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,62,Nunavut,Nunavut,9194,3736,5458,,23.33,9.48,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,1,Canada,Canada,2500024,1902260,597764,,6.54,4.97,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27418,18176,9242,,5.27,3.49,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,11,Prince Edward Island,Île-du-Prince-Édouard,10386,4790,5596,,6.32,2.92,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,12,Nova Scotia,Nouvelle-Écosse,31964,15851,16113,,3.22,1.60,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,13,New Brunswick,Nouveau-Brunswick,39168,27013,12155,,4.96,3.42,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,24,Quebec,Québec,714029,714029,,,8.30,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,35,Ontario,Ontario,874937,589270,285667,,5.90,3.97,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,46,Manitoba,Manitoba,72282,39151,33131,,5.22,2.83,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,47,Saskatchewan,Saskatchewan,69628,41272,28356,,5.90,3.50,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,48,Alberta,Alberta,288021,196484,91537,,6.48,4.42,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,59,British Columbia,Colombie-Britannique,323058,235878,87180,,6.20,4.52,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,60,Yukon,Yukon,19177,8815,10362,,44.65,20.53,24.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,61,Northwest Territories,Territoires du Nord-Ouest,19680,7293,12387,,45.27,16.78,28.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,62,Nunavut,Nunavut,10276,4238,6038,,26.08,10.76,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,1,Canada,Canada,3402773,2772389,630384,,8.90,7.25,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,38915,29354,9561,,7.48,5.64,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,12995,7380,5615,,7.91,4.49,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,12,Nova Scotia,Nouvelle-Écosse,40820,20720,20100,,4.11,2.09,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,13,New Brunswick,Nouveau-Brunswick,49610,37446,12164,,6.29,4.74,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,24,Quebec,Québec,945382,945382,,,10.99,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,35,Ontario,Ontario,1225457,927042,298415,,8.27,6.25,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
